Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Vote Centers_ballots,Vote Centers_votes,Vote Centers_under_votes,Vote Centers_over_votes,Vote by Mail_ballots,Vote by Mail_votes,Vote by Mail_under_votes,Vote by Mail_over_votes,
"26055","",1,0,189,99,2692,0.49,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",1332,355,35,1,197,91,5,0,1135,264,30,1,
"26055","",1,0,189,99,2692,0.49,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",1332,941,35,1,197,101,5,0,1135,840,30,1,
"26055","",1,0,189,99,2692,0.49,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",1332,358,52,0,197,93,7,0,1135,265,45,0,
"26055","",1,0,189,99,2692,0.49,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",1332,922,52,0,197,97,7,0,1135,825,45,0,
"26055","",1,0,189,99,2692,0.49,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",1332,923,52,0,197,92,12,0,1135,831,40,0,
"26055","",1,0,189,99,2692,0.49,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",1332,357,52,0,197,93,12,0,1135,264,40,0,
"26055","",1,0,189,99,2692,0.49,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",1332,918,68,0,197,99,8,0,1135,819,60,0,
"26055","",1,0,189,99,2692,0.49,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",1332,346,68,0,197,90,8,0,1135,256,60,0,
"26055","",1,0,189,99,2692,0.49,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",1332,329,59,0,197,87,12,0,1135,242,47,0,
"26055","",1,0,189,99,2692,0.49,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",1332,944,59,0,197,98,12,0,1135,846,47,0,
"26055","",1,0,189,99,2692,0.49,11,11,"County Board of Education Member, Trustee Area 4","",1,25,"PRIYA HAYS",C,27,"",1332,281,261,1,197,73,39,0,1135,208,222,1,
"26055","",1,0,189,99,2692,0.49,11,11,"County Board of Education Member, Trustee Area 4","",1,26,"CHELSEA BONINI",C,28,"",1332,781,261,1,197,77,39,0,1135,704,222,1,
"26055","",1,0,189,99,2692,0.49,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",1332,762,70,0,197,97,7,0,1135,665,63,0,
"26055","",1,0,189,99,2692,0.49,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",1332,500,70,0,197,93,7,0,1135,407,63,0,
"26055","",1,0,189,99,2692,0.49,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",1332,955,78,0,197,121,10,0,1135,834,68,0,
"26055","",1,0,189,99,2692,0.49,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",1332,299,78,0,197,66,10,0,1135,233,68,0,
"26055","",1,0,189,99,2692,0.49,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",1332,790,74,0,197,102,13,0,1135,688,61,0,
"26055","",1,0,189,99,2692,0.49,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",1332,468,74,0,197,82,13,0,1135,386,61,0,
"26055","",1,0,189,99,2692,0.49,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",1332,552,89,0,197,69,13,0,1135,483,76,0,
"26055","",1,0,189,99,2692,0.49,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",1332,691,89,0,197,115,13,0,1135,576,76,0,
"26055","",1,0,189,99,2692,0.49,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",1330,665,115,0,196,75,15,0,1134,590,100,0,
"26055","",1,0,189,99,2692,0.49,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",1330,550,115,0,196,106,15,0,1134,444,100,0,
"26055","",1,0,189,99,2692,0.49,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",1330,670,83,0,196,108,7,0,1134,562,76,0,
"26055","",1,0,189,99,2692,0.49,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",1330,577,83,0,196,81,7,0,1134,496,76,0,
"26055","",1,0,189,99,2692,0.49,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",1330,456,78,1,196,71,15,0,1134,385,63,1,
"26055","",1,0,189,99,2692,0.49,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",1330,795,78,1,196,110,15,0,1134,685,63,1,
"26055","",1,0,189,99,2692,0.49,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",1330,514,132,0,196,97,17,0,1134,417,115,0,
"26055","",1,0,189,99,2692,0.49,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",1330,684,132,0,196,82,17,0,1134,602,115,0,
"26055","",1,0,189,99,2692,0.49,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",1330,874,92,0,196,119,15,0,1134,755,77,0,
"26055","",1,0,189,99,2692,0.49,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",1330,364,92,0,196,62,15,0,1134,302,77,0,
"26055","",1,0,189,99,2692,0.49,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",1330,888,78,0,196,137,8,0,1134,751,70,0,
"26055","",1,0,189,99,2692,0.49,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",1330,364,78,0,196,51,8,0,1134,313,70,0,
"26055","",1,0,189,99,2692,0.49,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,246,"YES",C,312,"",1330,690,88,0,196,98,8,0,1134,592,80,0,
"26055","",1,0,189,99,2692,0.49,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,247,"NO",C,313,"",1330,552,88,0,196,90,8,0,1134,462,80,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",1799,442,34,0,210,87,3,0,1589,355,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",1799,3,34,0,210,0,3,0,1589,3,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",1799,1278,34,0,210,106,3,0,1589,1172,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",1799,19,34,0,210,5,3,0,1589,14,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",1799,5,34,0,210,2,3,0,1589,3,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",1799,17,34,0,210,6,3,0,1589,11,31,0,
"26058","",1,0,191,100,3280,0.55,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",1799,0,34,0,210,0,3,0,1589,0,31,0,
"26058","",1,0,191,100,3280,0.55,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",1799,517,61,0,210,100,7,0,1589,417,54,0,
"26058","",1,0,191,100,3280,0.55,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",1799,1221,61,0,210,103,7,0,1589,1118,54,0,
"26058","",1,0,191,100,3280,0.55,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",1799,519,89,0,210,99,11,0,1589,420,78,0,
"26058","",1,0,191,100,3280,0.55,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",1799,1191,89,0,210,100,11,0,1589,1091,78,0,
"26058","",1,0,191,100,3280,0.55,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",1799,1216,69,0,210,103,10,0,1589,1113,59,0,
"26058","",1,0,191,100,3280,0.55,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",1799,514,69,0,210,97,10,0,1589,417,59,0,
"26058","",1,0,191,100,3280,0.55,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",1799,1195,93,0,210,102,8,0,1589,1093,85,0,
"26058","",1,0,191,100,3280,0.55,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",1799,511,93,0,210,100,8,0,1589,411,85,0,
"26058","",1,0,191,100,3280,0.55,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",1799,504,76,0,210,99,10,0,1589,405,66,0,
"26058","",1,0,191,100,3280,0.55,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",1799,1219,76,0,210,101,10,0,1589,1118,66,0,
"26058","",1,0,191,100,3280,0.55,11,11,"County Board of Education Member, Trustee Area 4","",1,25,"PRIYA HAYS",C,27,"",1799,424,331,2,210,79,28,0,1589,345,303,2,
"26058","",1,0,191,100,3280,0.55,11,11,"County Board of Education Member, Trustee Area 4","",1,26,"CHELSEA BONINI",C,28,"",1799,1041,331,2,210,102,28,0,1589,939,303,2,
"26058","",1,0,191,100,3280,0.55,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",1799,937,85,0,210,103,11,0,1589,834,74,0,
"26058","",1,0,191,100,3280,0.55,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",1799,777,85,0,210,96,11,0,1589,681,74,0,
"26058","",1,0,191,100,3280,0.55,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",1799,1260,82,0,210,123,12,0,1589,1137,70,0,
"26058","",1,0,191,100,3280,0.55,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",1799,457,82,0,210,75,12,0,1589,382,70,0,
"26058","",1,0,191,100,3280,0.55,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",1799,1064,76,0,210,102,14,0,1589,962,62,0,
"26058","",1,0,191,100,3280,0.55,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",1799,659,76,0,210,94,14,0,1589,565,62,0,
"26058","",1,0,191,100,3280,0.55,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",1799,627,107,1,210,54,15,0,1589,573,92,1,
"26058","",1,0,191,100,3280,0.55,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",1799,1064,107,1,210,141,15,0,1589,923,92,1,
"26058","",1,0,191,100,3280,0.55,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",1797,871,115,0,210,95,10,0,1587,776,105,0,
"26058","",1,0,191,100,3280,0.55,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",1797,811,115,0,210,105,10,0,1587,706,105,0,
"26058","",1,0,191,100,3280,0.55,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",1797,858,86,0,210,90,8,0,1587,768,78,0,
"26058","",1,0,191,100,3280,0.55,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",1797,853,86,0,210,112,8,0,1587,741,78,0,
"26058","",1,0,191,100,3280,0.55,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",1797,450,92,0,210,56,9,0,1587,394,83,0,
"26058","",1,0,191,100,3280,0.55,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",1797,1255,92,0,210,145,9,0,1587,1110,83,0,
"26058","",1,0,191,100,3280,0.55,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",1797,671,153,0,210,92,17,0,1587,579,136,0,
"26058","",1,0,191,100,3280,0.55,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",1797,973,153,0,210,101,17,0,1587,872,136,0,
"26058","",1,0,191,100,3280,0.55,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",1797,1172,106,0,210,116,17,0,1587,1056,89,0,
"26058","",1,0,191,100,3280,0.55,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",1797,519,106,0,210,77,17,0,1587,442,89,0,
"26058","",1,0,191,100,3280,0.55,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",1797,1181,88,0,210,146,12,0,1587,1035,76,0,
"26058","",1,0,191,100,3280,0.55,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",1797,528,88,0,210,52,12,0,1587,476,76,0,
"26058","",1,0,191,100,3280,0.55,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,246,"YES",C,312,"",1797,826,93,0,210,91,7,0,1587,735,86,0,
"26058","",1,0,191,100,3280,0.55,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,247,"NO",C,313,"",1797,878,93,0,210,112,7,0,1587,766,86,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",1078,310,10,0,134,62,1,0,944,248,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",1078,4,10,0,134,0,1,0,944,4,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",1078,727,10,0,134,65,1,0,944,662,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",1078,15,10,0,134,3,1,0,944,12,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",1078,6,10,0,134,1,1,0,944,5,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",1078,6,10,0,134,2,1,0,944,4,9,0,
"26063","",1,0,193,101,1943,0.55,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",1078,0,10,0,134,0,1,0,944,0,9,0,
"26063","",1,0,193,101,1943,0.55,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",1078,339,47,0,134,65,9,0,944,274,38,0,
"26063","",1,0,193,101,1943,0.55,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",1078,692,47,0,134,60,9,0,944,632,38,0,
"26063","",1,0,193,101,1943,0.55,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",1078,339,61,0,134,65,11,0,944,274,50,0,
"26063","",1,0,193,101,1943,0.55,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",1078,678,61,0,134,58,11,0,944,620,50,0,
"26063","",1,0,193,101,1943,0.55,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",1078,677,70,0,134,60,13,0,944,617,57,0,
"26063","",1,0,193,101,1943,0.55,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",1078,331,70,0,134,61,13,0,944,270,57,0,
"26063","",1,0,193,101,1943,0.55,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",1078,665,74,0,134,56,12,0,944,609,62,0,
"26063","",1,0,193,101,1943,0.55,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",1078,339,74,0,134,66,12,0,944,273,62,0,
"26063","",1,0,193,101,1943,0.55,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",1078,324,70,0,134,66,12,0,944,258,58,0,
"26063","",1,0,193,101,1943,0.55,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",1078,684,70,0,134,56,12,0,944,628,58,0,
"26063","",1,0,193,101,1943,0.55,11,11,"County Board of Education Member, Trustee Area 4","",1,25,"PRIYA HAYS",C,27,"",1078,256,258,0,134,50,31,0,944,206,227,0,
"26063","",1,0,193,101,1943,0.55,11,11,"County Board of Education Member, Trustee Area 4","",1,26,"CHELSEA BONINI",C,28,"",1078,563,258,0,134,52,31,0,944,511,227,0,
"26063","",1,0,193,101,1943,0.55,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",1078,586,82,0,134,66,17,0,944,520,65,0,
"26063","",1,0,193,101,1943,0.55,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",1078,410,82,0,134,51,17,0,944,359,65,0,
"26063","",1,0,193,101,1943,0.55,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",1078,752,67,2,134,77,13,1,944,675,54,1,
"26063","",1,0,193,101,1943,0.55,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",1078,257,67,2,134,43,13,1,944,214,54,1,
"26063","",1,0,193,101,1943,0.55,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",1078,617,68,0,134,67,16,0,944,550,52,0,
"26063","",1,0,193,101,1943,0.55,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",1078,393,68,0,134,51,16,0,944,342,52,0,
"26063","",1,0,193,101,1943,0.55,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",1078,381,91,0,134,43,15,0,944,338,76,0,
"26063","",1,0,193,101,1943,0.55,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",1078,606,91,0,134,76,15,0,944,530,76,0,
"26063","",1,0,193,101,1943,0.55,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",1072,471,93,0,134,42,19,0,938,429,74,0,
"26063","",1,0,193,101,1943,0.55,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",1072,508,93,0,134,73,19,0,938,435,74,0,
"26063","",1,0,193,101,1943,0.55,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",1072,491,57,0,134,62,12,0,938,429,45,0,
"26063","",1,0,193,101,1943,0.55,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",1072,524,57,0,134,60,12,0,938,464,45,0,
"26063","",1,0,193,101,1943,0.55,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",1072,311,76,2,134,40,12,0,938,271,64,2,
"26063","",1,0,193,101,1943,0.55,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",1072,683,76,2,134,82,12,0,938,601,64,2,
"26063","",1,0,193,101,1943,0.55,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",1072,450,131,0,134,57,19,0,938,393,112,0,
"26063","",1,0,193,101,1943,0.55,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",1072,491,131,0,134,58,19,0,938,433,112,0,
"26063","",1,0,193,101,1943,0.55,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",1072,673,90,0,134,69,17,0,938,604,73,0,
"26063","",1,0,193,101,1943,0.55,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",1072,309,90,0,134,48,17,0,938,261,73,0,
"26063","",1,0,193,101,1943,0.55,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",1072,741,63,0,134,89,15,0,938,652,48,0,
"26063","",1,0,193,101,1943,0.55,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",1072,268,63,0,134,30,15,0,938,238,48,0,
"26063","",1,0,193,101,1943,0.55,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,246,"YES",C,312,"",1072,554,82,0,134,64,11,0,938,490,71,0,
"26063","",1,0,193,101,1943,0.55,107,107,"City of San Mateo, Measure T (Majority Approval Required)","",1,247,"NO",C,313,"",1072,436,82,0,134,59,11,0,938,377,71,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",130,42,2,0,25,10,0,0,105,32,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",130,0,2,0,25,0,0,0,105,0,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",130,82,2,0,25,14,0,0,105,68,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",130,2,2,0,25,0,0,0,105,2,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",130,1,2,0,25,0,0,0,105,1,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",130,1,2,0,25,1,0,0,105,0,2,0,
"26064","",1,0,195,102,254,0.51,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",130,0,2,0,25,0,0,0,105,0,2,0,
"26064","",1,0,195,102,254,0.51,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",130,51,8,0,25,10,1,0,105,41,7,0,
"26064","",1,0,195,102,254,0.51,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",130,71,8,0,25,14,1,0,105,57,7,0,
"26064","",1,0,195,102,254,0.51,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",130,50,8,0,25,12,1,0,105,38,7,0,
"26064","",1,0,195,102,254,0.51,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",130,72,8,0,25,12,1,0,105,60,7,0,
"26064","",1,0,195,102,254,0.51,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",130,72,7,0,25,10,1,0,105,62,6,0,
"26064","",1,0,195,102,254,0.51,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",130,51,7,0,25,14,1,0,105,37,6,0,
"26064","",1,0,195,102,254,0.51,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",130,68,11,0,25,10,1,0,105,58,10,0,
"26064","",1,0,195,102,254,0.51,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",130,51,11,0,25,14,1,0,105,37,10,0,
"26064","",1,0,195,102,254,0.51,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",130,53,7,0,25,11,2,0,105,42,5,0,
"26064","",1,0,195,102,254,0.51,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",130,70,7,0,25,12,2,0,105,58,5,0,
"26064","",1,0,195,102,254,0.51,18,18,"Sequoia Union High School District Member, Governing Board, Trustee Area B","",1,39,"MARY BETH THOMPSON",C,48,"",130,62,38,0,25,16,2,0,105,46,36,0,
"26064","",1,0,195,102,254,0.51,18,18,"Sequoia Union High School District Member, Governing Board, Trustee Area B","",1,40,"DANIEL TORUNIAN",C,49,"",130,15,38,0,25,6,2,0,105,9,36,0,
"26064","",1,0,195,102,254,0.51,18,18,"Sequoia Union High School District Member, Governing Board, Trustee Area B","",1,41,"JACOB YURYEV",C,50,"",130,15,38,0,25,1,2,0,105,14,36,0,
"26064","",1,0,195,102,254,0.51,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",130,52,8,0,25,10,0,0,105,42,8,0,
"26064","",1,0,195,102,254,0.51,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",130,70,8,0,25,15,0,0,105,55,8,0,
"26064","",1,0,195,102,254,0.51,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",130,83,9,0,25,12,0,0,105,71,9,0,
"26064","",1,0,195,102,254,0.51,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",130,38,9,0,25,13,0,0,105,25,9,0,
"26064","",1,0,195,102,254,0.51,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",130,67,9,0,25,12,0,0,105,55,9,0,
"26064","",1,0,195,102,254,0.51,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",130,54,9,0,25,13,0,0,105,41,9,0,
"26064","",1,0,195,102,254,0.51,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",130,31,12,0,25,6,0,0,105,25,12,0,
"26064","",1,0,195,102,254,0.51,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",130,87,12,0,25,19,0,0,105,68,12,0,
"26064","",1,0,195,102,254,0.51,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",130,47,11,0,25,8,1,0,105,39,10,0,
"26064","",1,0,195,102,254,0.51,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",130,72,11,0,25,16,1,0,105,56,10,0,
"26064","",1,0,195,102,254,0.51,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",130,46,10,0,25,10,1,0,105,36,9,0,
"26064","",1,0,195,102,254,0.51,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",130,74,10,0,25,14,1,0,105,60,9,0,
"26064","",1,0,195,102,254,0.51,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",130,23,13,0,25,6,1,0,105,17,12,0,
"26064","",1,0,195,102,254,0.51,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",130,94,13,0,25,18,1,0,105,76,12,0,
"26064","",1,0,195,102,254,0.51,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",130,40,13,0,25,15,2,0,105,25,11,0,
"26064","",1,0,195,102,254,0.51,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",130,77,13,0,25,8,2,0,105,69,11,0,
"26064","",1,0,195,102,254,0.51,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",130,74,10,0,25,12,1,0,105,62,9,0,
"26064","",1,0,195,102,254,0.51,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",130,46,10,0,25,12,1,0,105,34,9,0,
"26064","",1,0,195,102,254,0.51,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",130,97,11,0,25,21,2,0,105,76,9,0,
"26064","",1,0,195,102,254,0.51,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",130,22,11,0,25,2,2,0,105,20,9,0,
